,인허가일자,영업상태구분코드,영업상태명,상세영업상태명,폐업일자,소재지전화,지역명,사업장명,,지역명,관광지출액,전년도 관광지출액,검색건수,전년도 검색건수,방문자수,전년도 방문자수
176,2018-03-20,3,폐업,폐업,2020-12-14,,경상남도 통영시 욕지면 동항리 1245-2 펜션,하늘섬펜션,,,,,,,,
177,2010-11-22,3,폐업,폐업,2016-04-20,,강원도 평창군 봉평면 흥정리 250-8번지,벤치하우스,,,,,,,,
178,2012-11-16,3,폐업,폐업,2014-11-07,033-333-7778,강원도 평창군 봉평면 면온리 697-8번지,칸델라 통나무 펜션,,,,,,,,
179,2014-06-03,3,폐업,폐업,2017-01-19,,강원도 평창군 진부면 수항리 208-2번지,스노우힐펜션,,,,,,,,
180,2004-04-28,3,폐업,폐업,2016-01-07,033-332-0016,강원도 평창군 방림면 계촌리 2223번지,관광펜션 삼봉출발,,,,,,,,
181,2005-05-23,3,폐업,폐업,2014-07-07,,강원도 평창군 봉평면 면온리 693-11번지,올리브관광펜션,,,,,,,,
182,2007-12-28,3,폐업,폐업,2016-04-19,033-334-8263,강원도 평창군 방림면 계촌리 2226-1번지,오랜지관광펜션,,,,,,,,
183,2008-05-13,3,폐업,폐업,2015-09-18,,강원도 평창군 진부면 탑동리 339-3번지,관광펜션 시실리,,,,,,,,
184,2013-10-14,3,폐업,폐업,2015-09-15,,강원도 홍천군 서면 팔봉리 993-2번지 1통1반,한옥펜션 솔향,,,,,,,,
185,2017-11-22,3,폐업,폐업,2018-06-01,033-435-8666,강원도 홍천군 서면 대곡리 25번지,오션워터월드2분거리 신영펜션,,,,,,,,
186,2013-10-30,3,폐업,폐업,2019-03-06,,강원도 홍천군 서면 팔봉리 978-2번지 0통,인마이라이프,,,,,,,,
187,2015-02-03,3,폐업,폐업,2022-11-15,,강원도 홍천군 남면 월천리 103-1,하립골 관광펜션,,,,,,,,
188,2015-04-27,3,폐업,폐업,2022-01-25,033-434-6009,강원도 홍천군 북방면 장항리 98-3,관광펜션 바비아나,,,,,,,,
189,2016-02-24,3,폐업,폐업,2021-06-30,033-436-3688,강원도 홍천군 북방면 장항리 201-30,헤리티스 관광펜션,,,,,,,,
190,2016-02-24,3,폐업,폐업,2021-06-30,033-436-3688,강원도 홍천군 북방면 장항리 201-31,헤리티스2 관광펜션,,,,,,,,
191,2011-10-10,3,폐업,폐업,2019-07-10,334818040,강원도 양구군 양구읍 상리 525-4번지,양구콩세알민박,,,,,,,,
192,2003-12-18,3,폐업,폐업,2014-08-15,,강원도 강릉시 저동 64-6번지,관광팬션 휴심,,,,,,,,
193,2004-08-02,3,폐업,폐업,2015-04-02,,강원도 강릉시 사천면 석교리 343-1번지,래미안관광펜션,,,,,,,,
194,2009-06-11,3,폐업,폐업,2014-07-08,033-644-9411,강원도 강릉시 강동면 정동진리 산 33-1번지,하슬라뮤지엄 관광펜션,,,,,,,,
195,2012-03-29,3,폐업,폐업,2014-11-10,033-661-3810,강원도 강릉시 연곡면 삼산리,들꽃편지,,,,,,,,
196,2011-01-12,3,폐업,폐업,2015-01-07,033-554-0007,강원도 태백시 황지동 496-2번지,하늘다음펜션,,,,,,,,
197,2012-07-17,3,폐업,폐업,2016-04-27,,강원도 고성군 토성면 천진리 47번지,바다의아침,,,,,,,,
198,2021-09-17,3,폐업,폐업,2021-11-29,,충청남도 태안군 안면읍 황도리 64-25 바다가되고싶어요,바다가되고싶어요,,,,,,,,
199,2021-04-26,3,폐업,폐업,2022-01-19,,충청남도 태안군 안면읍 황도리 73-4,노을언덕펜션,,,,,,,,
200,2010-11-18,3,폐업,폐업,2014-01-27,,경상남도 산청군 산청읍 차탄리 498-1번지,차탄한옥펜션,,,,,,,,
201,2010-11-18,3,폐업,폐업,2014-01-27,,경상남도 산청군 산청읍 차탄리 498-2번지,장재한옥마을펜션,,,,,,,,
202,2012-10-22,3,폐업,폐업,2015-09-10,,경상남도 산청군 산청읍 내리 877번지,웅석봉펜션,,,,,,,,
203,2012-10-23,3,폐업,폐업,2016-04-05,,경상남도 산청군 시천면 중산리 544번지,지리산통나무산장,,,,,,,,
204,2014-06-05,3,폐업,폐업,2019-01-16,055-972-7666,경상남도 산청군 삼장면 평촌리 614번지,대원사 계곡 펜션,,,,,,,,
205,2010-11-18,3,폐업,폐업,2014-01-27,,경상남도 산청군 산청읍 차탄리 498-3번지,한옥체험마을펜션,,,,,,,,
206,2007-11-26,3,폐업,폐업,2019-01-14,,경상남도 밀양시 산내면 삼양리 1870-3번지,얼음골관광민박,,,,,,,,
207,2010-03-25,3,폐업,폐업,2019-02-19,055-352-5764,경상남도 밀양시 단장면 범도리 1067-3번지 외 1,알프스관광펜션(주),,,,,,,,
208,2004-12-15,3,폐업,폐업,2014-12-23,,경상남도 거제시 일운면 소동리 129번지,오션뷰 관광펜션 코랄하우스,,,,,,,,
209,2004-12-15,3,폐업,폐업,2014-12-23,055-681-5995,경상남도 거제시 일운면 소동리 129-2번지,오션뷰 관광펜션 쉘하우스,,,,,,,,
210,2004-12-15,3,폐업,폐업,2014-12-23,055-682-4400,경상남도 거제시 일운면 소동리 130-1번지,오션뷰 관광펜션 라이트하우스,,,,,,,,
211,2007-01-22,3,폐업,폐업,2016-02-25,,경상남도 거제시 일운면 망치리 8-1번지,거제도팔색조펜션,,,,,,,,
212,2008-08-06,3,폐업,폐업,2015-01-09,,"경상남도 거제시 장목면 외포리 1256-2번지 외 11필지(1,6,8,9,10,11,15,16,17,22,23)",오빌리지,,,,,,,,
213,2009-02-25,3,폐업,폐업,2015-01-06,055-681-9890,경상남도 거제시 일운면 망치리 9-42번지,거제도노루귀펜션,,,,,,,,
214,2009-02-25,3,폐업,폐업,2015-01-06,055-636-4796,경상남도 거제시 일운면 망치리 9-41번지,노루귀펜션,,,,,,,,
215,2009-03-05,3,폐업,폐업,2018-12-31,055-682-4900,경상남도 거제시 일운면 소동리 158-9,웰빙황토펜션,,,,,,,,
216,2009-06-16,3,폐업,폐업,2015-03-31,682-2795,경상남도 거제시 일운면 망치리 45-8번지,숲속마을 파도소리,,,,,,,,
217,2009-12-30,3,폐업,폐업,2017-09-11,055-867-8444,경상남도 남해군 창선면 동대리 116번지,산마루 관광펜션,,,,,,,,
218,2010-01-18,3,폐업,폐업,2018-02-23,055-867-8848,경상남도 남해군 창선면 동대리 114-15번지,바다가 머무는집 관광펜션,,,,,,,,
219,2018-09-20,3,폐업,폐업,2022-09-08,,경상북도 포항시 남구 구룡포읍 석병리 603,화이트4,,,,,,,,
220,2018-09-20,3,폐업,폐업,2022-09-08,,경상북도 포항시 남구 구룡포읍 석병리 603,화이트7,,,,,,,,
221,2021-03-08,3,폐업,폐업,2021-11-08,,경기도 가평군 가평읍 금대리 55-36,에코스파펜션,,,,,,,,
222,2017-12-06,3,폐업,폐업,2021-11-26,,세종특별자치시 장군면 금암리 367-12 청벽비발디,청벽비발디펜션,,,,,,,,
223,2012-04-18,3,폐업,폐업,2018-07-05,,경기도 남양주시 수동면 지둔리 48-7번지,안다미로,,,,,,,,
224,2009-05-06,3,폐업,폐업,2018-06-14,031-581-1212,경기도 가평군 북면 백둔리 342-2번지,백둔관광펜션,,,,,,,,
225,2009-05-06,3,폐업,폐업,2018-06-14,,경기도 가평군 북면 백둔리 342-3번지,노팅힐,,,,,,,,
226,2010-03-11,3,폐업,폐업,2015-07-15,031-581-6213,경기도 가평군 가평읍 산유리 48-1번지,히어앤나우펜션,,,,,,,,
227,2010-11-19,3,폐업,폐업,2017-09-19,031-582-8122,경기도 가평군 북면 백둔리 45-5번지,연인산 밸리,,,,,,,,
228,2012-09-28,3,폐업,폐업,2017-01-25,,경기도 가평군 청평면 대성리 402-1번지 외1필지,실로암펜션,,,,,,,,
229,2012-12-10,3,폐업,폐업,2017-09-14,,경기도 가평군 하면 하판리 417-10번지,가평펠리체,,,,,,,,
230,2014-02-04,3,폐업,폐업,2017-09-13,,경기도 가평군 청평면 대성리 413-3번지,솔거펜션,,,,,,,,
231,2014-06-16,3,폐업,폐업,2017-09-07,,경기도 가평군 청평면 대성리 422-2번지,꿈에그린리조트,,,,,,,,
232,2018-07-23,3,폐업,폐업,2021-01-22,,경기도 가평군 청평면 고성리 720-2,로뎀펜션,,,,,,,,
233,2017-05-22,3,폐업,폐업,2017-11-21,,경기도 광주시 도척면 궁평리 401-1번지,K401,,,,,,,,
234,2009-07-07,3,폐업,폐업,2013-10-11,,충청북도 제천시 청풍면 교리 227-4번지,플로리안관광펜션(2),,,,,,,,
235,2009-07-07,3,폐업,폐업,2018-06-11,,충청북도 제천시 청풍면 교리 227-3번지,플로리안관광펜션(3),,,,,,,,
236,2009-07-07,3,폐업,폐업,2018-06-11,,충청북도 제천시 청풍면 교리 227-2번지,플로리안관광펜션(5),,,,,,,,
237,2009-07-07,3,폐업,폐업,2018-06-11,,충청북도 제천시 청풍면 교리 227-1번지,플로리안관광펜션(4),,,,,,,,
238,2009-07-07,3,폐업,폐업,2018-06-11,,충청북도 제천시 청풍면 교리 227-5번지,플로리안관광펜션(6),,,,,,,,
239,2009-07-09,3,폐업,폐업,,,충청북도 제천시 청풍면 교리 227-2번지,플로리안관광펜션(5),,,,,,,,
240,2009-07-09,3,폐업,폐업,,,충청북도 제천시 청풍면 교리 227-1번지,플로리안관광펜션(4),,,,,,,,
241,2009-07-09,3,폐업,폐업,,,충청북도 제천시 청풍면 교리 227-5번지,플로리안관광펜션(1),,,,,,,,
242,2009-07-09,3,폐업,폐업,,,충청북도 제천시 청풍면 교리 227-3번지,플로리안관광펜션(3),,,,,,,,
243,2009-07-09,3,폐업,폐업,2018-06-11,,충청북도 제천시 청풍면 교리 227-4번지,플로리안관광펜션(2),,,,,,,,
244,2009-07-09,3,폐업,폐업,2018-06-11,,충청북도 제천시 청풍면 교리 227-6번지,플로리안관광펜션(1),,,,,,,,
245,2003-12-03,3,폐업,폐업,2014-06-09,(043)422-4865,충청북도 단양군 가곡면 가대리 1132번지,펜션단양여행,,,,,,,,
246,2004-10-19,3,폐업,폐업,2020-02-11,(043)422-2002,충청북도 단양군 가곡면 가대리 1134번지,티파니펜션,,,,,,,,
247,2004-06-25,3,폐업,폐업,2013-10-18,,충청북도 단양군 가곡면 가대리 1131번지,사계절단양,,,,,,,,
248,2005-04-15,3,폐업,폐업,2016-11-09,,충청북도 단양군 단양읍 천동리 177-8번지,다리안펜션,,,,,,,,
249,2003-12-03,3,폐업,폐업,2006-08-08,,충청북도 제천시 청풍면 계산리 13-1번지,드림레이크관광펜션,,,,,,,,
250,2009-08-06,3,폐업,폐업,2015-02-09,032-937-8885,인천광역시 강화군 화도면 내리 2159-15번지,펜션 씨엘로,,,,,,,,
251,2018-10-10,3,폐업,폐업,2019-08-01,,인천광역시 강화군 강화읍 월곳리 173-8번지,나니하우스,,,,,,,,
252,2005-10-31,1,영업/정상,영업중,,572-3375,경상북도 문경시 마성면 신현리 468-10,강이 있는 풍경,,,,,,,,
253,2003-12-29,1,영업/정상,영업중,,571-1961,경상북도 문경시 문경읍 요성리 188번지,리앙스,,,,,,,,
254,2008-05-22,1,영업/정상,영업중,,572-3762,경상북도 문경시 문경읍 하초리 365번지,문경새재국민여가캠핑장,,,,,,,,
255,2015-06-26,1,영업/정상,영업중,,,경상북도 경주시 마동,서라벌 토기 관광펜션,,,,,,,,
256,2009-08-21,1,영업/정상,영업중,,054-572-3341,경상북도 문경시 문경읍 고요리 72-1번지,이둔펜션,,,,,,,,
257,2010-02-19,1,영업/정상,영업중,,054-571-6542,경상북도 문경시 가은읍 완장리 432번지,청수펜션,,,,,,,,
258,2013-04-23,1,영업/정상,영업중,,054-571-7777,경상북도 문경시 문경읍 상초리 288-8,꿈꾸는 새재펜션,,,,,,,,
259,2016-06-09,1,영업/정상,영업중,,,경상북도 문경시 문경읍 상초리 288-10번지,문경가름펜션,,,,,,,,
260,2015-06-19,1,영업/정상,영업중,,,충청남도 보령시 남포면 월전리 산 154-1 102동,(주)케이씨티,,,,,,,,
261,2015-06-19,1,영업/정상,영업중,,02-398-1712,충청남도 보령시 남포면 월전리 산 154-1번지 205동,(주)한국문학사,,,,,,,,
262,2015-06-19,1,영업/정상,영업중,,02-398-1710,충청남도 보령시 남포면 월전리 산 154-1번지 206동,(주)한상개발,,,,,,,,
263,2015-06-25,1,영업/정상,영업중,,,충청남도 보령시 신흑동 2257-2번지,유투관광펜션,,,,,,,,
264,2016-08-19,1,영업/정상,영업중,,,충청남도 보령시 신흑동 2301-11번지,난다펜션,,,,,,,,
265,2018-06-07,1,영업/정상,영업중,,041-933-5426,충청남도 보령시 신흑동 2302-3번지,보헤미안펜션,,,,,,,,
266,2018-07-24,1,영업/정상,영업중,,,충청남도 보령시 신흑동 2256-4번지,숨펜션,,,,,,,,
267,2015-06-18,1,영업/정상,영업중,,041-589-3300,"충청남도 보령시 남포면 월전리 산 154-1번지 101, 204동",한국컴퓨터(주),,,,,,,,
268,2006-11-14,1,영업/정상,영업중,,,충청남도 태안군 남면 양잠리 1230-66번지,빨간풍선,,,,,,,,
269,2008-06-12,1,영업/정상,영업중,,,충청남도 태안군 남면 원청리 512-31번지,팜비치,,,,,,,,
270,2008-12-04,1,영업/정상,영업중,,041-6575-8634,충청남도 태안군 남면 양잠리 1230-11번지,레이,,,,,,,,
271,2008-06-12,1,영업/정상,영업중,,,충청남도 태안군 남면 양잠리 1230-18,나폴리,,,,,,,,
272,2008-06-12,1,영업/정상,영업중,,041-674-0321,충청남도 태안군 안면읍 정당리 1300-3번지,장꽁(카멜리아),,,,,,,,
273,2009-05-29,1,영업/정상,영업중,,041-672-2657,충청남도 태안군 남면 신장리 353-41번지,아라,,,,,,,,
274,2010-05-11,1,영업/정상,영업중,,,충청남도 태안군 남면 원청리 512-20번지,청포대하와이,,,,,,,,
275,2010-07-27,1,영업/정상,영업중,,041-673-1587,충청남도 태안군 근흥면 도황리 346-16번지,연포펜션,,,,,,,,
276,2010-08-05,1,영업/정상,영업중,,041-674-1496,충청남도 태안군 남면 신온리 952-19,풀빌라 린더버그,,,,,,,,
277,2006-06-12,1,영업/정상,영업중,,041-674-4100,충청남도 태안군 남면 양잠리 1230-19번지,화가의정원,,,,,,,,
278,2008-01-15,1,영업/정상,영업중,,041-674-0321,충청남도 태안군 안면읍 정당리 1314-7번지,장꽁펜션,,,,,,,,
279,2008-02-20,1,영업/정상,영업중,,041-674-5988,충청남도 태안군 남면 양잠리 1230-15,가장자리,,,,,,,,
280,2008-05-29,1,영업/정상,영업중,,041-673-0515,충청남도 태안군 고남면 장곡리 403-18번지,지중해아침1,,,,,,,,
281,2011-09-30,1,영업/정상,영업중,,041-663-0890,충청남도 서산시 운산면 고풍리 166-2번지,백제의 미소,,,,,,,,
282,2010-08-05,1,영업/정상,영업중,,041-675-7273,충청남도 태안군 이원면 내리 584-16,별궁,,,,,,,,
283,2010-08-06,1,영업/정상,영업중,,041-674-8010,충청남도 태안군 남면 신온리 952-5번지 엘도라도,엘도라도,,,,,,,,
284,2008-05-29,1,영업/정상,영업중,,,충청남도 태안군 고남면 장곡리 403-17번지 지중해아침,지중해아침2,,,,,,,,
285,2012-08-22,1,영업/정상,영업중,,,충청남도 태안군 원북면 신두리 1414-4번지,마로니에 펜션,,,,,,,,
286,2012-05-17,1,영업/정상,영업중,,041-673-7785,충청남도 태안군 남면 몽산리 661-9번지,파도소리,,,,,,,,
287,2014-07-08,1,영업/정상,영업중,,,충청남도 태안군 고남면 장곡리 141-1번지,모석원 (Moseokwon),,,,,,,,
288,2010-08-17,1,영업/정상,영업중,,,충청남도 태안군 남면 원청리 562-16번지,소나무 풍경,,,,,,,,
289,2010-12-02,1,영업/정상,영업중,,,충청남도 태안군 안면읍 정당리 968-5번지,파인웰스,,,,,,,,
290,2010-12-06,1,영업/정상,영업중,,674-8529,충청남도 태안군 남면 원청리 512-131번지,칸타빌레,,,,,,,,
291,2011-02-22,1,영업/정상,영업중,,,충청남도 태안군 태안읍 삭선리 340-14번지,관관농원 백화원,,,,,,,,
292,2011-07-11,1,영업/정상,영업중,,,충청남도 태안군 남면 양잠리 1230-86번지,소소,,,,,,,,
293,2011-09-23,1,영업/정상,영업중,,,충청남도 태안군 남면 원청리 512-33번지,그녀의 바다,,,,,,,,
294,2012-05-25,1,영업/정상,영업중,,,충청남도 태안군 원북면 청산리,더큐브하우스리조트,,,,,,,,
295,2022-03-24,1,영업/정상,영업중,,,경상남도 통영시 산양읍 풍화리 1491-1 2층,고다 하우스,,,,,,,,
296,2018-12-27,1,영업/정상,영업중,,,전라남도 신안군 압해읍 학교리 336-14번지,소풍펜션,,,,,,,,
297,2019-01-17,1,영업/정상,영업중,,,인천광역시 강화군 화도면 내리 1793,소고펜션,,,,,,,,
298,2019-01-23,1,영업/정상,영업중,,,경상남도 하동군 북천면 방화리 618번지,하늘꼬마키즈풀빌라,,,,,,,,
299,2019-02-19,1,영업/정상,영업중,,553670166,경상남도 양산시 원동면 대리 988-2,록수산장,,,,,,,,
300,2019-01-28,1,영업/정상,영업중,,,경상북도 포항시 남구 장기면 두원리 82번지,보드레펜션,,,,,,,,
301,2019-03-22,1,영업/정상,영업중,,,경상남도 통영시 산양읍 남평리 1359-4번지,1359펜션,,,,,,,,
302,2019-03-20,1,영업/정상,영업중,,,강원도 영월군 김삿갓면 주문리 6-1번지,비브릿지,,,,,,,,
303,2019-01-09,1,영업/정상,영업중,,,전라남도 신안군 압해읍 학교리 336-14번지,소풍펜션,,,,,,,,
304,2019-02-13,1,영업/정상,영업중,,,강원도 인제군 상남면 미산리 598-7번지,합수모래관광펜션,,,,,,,,
305,2019-03-05,1,영업/정상,영업중,,041-933-2303,충청남도 보령시 신흑동 2303-9번지,동그라미 펜션,,,,,,,,
306,2019-03-25,1,영업/정상,영업중,,,경상북도 영주시 아지동 445-12번지,아지펜션,,,,,,,,
307,2022-04-25,1,영업/정상,영업중,,054-553-9267,경상북도 문경시 동로면 생달리 437,산모롱이민박,,,,,,,,
308,2016-06-28,1,영업/정상,영업중,,,경상북도 영덕군 병곡면 병곡리 1-5번지,비사이드 관광펜션,,,,,,,,
309,2006-07-18,1,영업/정상,영업중,,054-733-7080,경상북도 영덕군 남정면 남호리 18-4,블루오션펜션,,,,,,,,
310,2011-09-15,1,영업/정상,영업중,,054) 734-8282,경상북도 영덕군 강구면 하저리 14-1,바다빌리지 관광펜션,,,,,,,,
311,2012-02-27,1,영업/정상,영업중,,054)732-0812,경상북도 영덕군 병곡면 병곡리 24번지 8통3반,메르센트펜션,,,,,,,,
312,2014-11-17,1,영업/정상,영업중,,054-734-9977,경상북도 영덕군 병곡면 백석리 340-1번지,비프리비(VIE PRIVEE) 펜션,,,,,,,,
313,2017-11-08,1,영업/정상,영업중,,054-734-0812,경상북도 영덕군 병곡면 병곡리 15-2번지,메르센트리조트,,,,,,,,
314,2016-11-16,1,영업/정상,영업중,,,경상북도 구미시 남통동 312-3,유아이,,,,,,,,
315,2007-05-10,1,영업/정상,영업중,,,경상북도 상주시 사벌국면 삼덕리 3-4,경천대펜션,,,,,,,,
316,2012-09-13,1,영업/정상,영업중,,,경상북도 경주시 탑동 56-11번지,계림궁,,,,,,,,
317,2014-04-03,1,영업/정상,영업중,,,경상북도 경주시 시래동 738번지,경주 천년 한옥펜션,,,,,,,,
318,2014-08-26,1,영업/정상,영업중,,547445559,경상북도 경주시 진현동,토함빌리지,,,,,,,,
319,2012-04-17,1,영업/정상,영업중,,054-791-6031,경상북도 울릉군 북면 천부리 718-44,바다풍경펜션,,,,,,,,
320,2013-03-13,1,영업/정상,영업중,,054-791-0081,경상북도 울릉군 울릉읍 사동리 338-17,(주)울릉드림,,,,,,,,
321,2013-08-09,1,영업/정상,영업중,,,경상북도 울릉군 울릉읍 도동리 146-2 해오름펜션,해오름관광펜션,,,,,,,,
322,2013-10-11,1,영업/정상,영업중,,053-583-0256,경상북도 울릉군 북면 천부리 462-2,나리관광펜션,,,,,,,,
323,2015-07-06,1,영업/정상,영업중,,,경상북도 울릉군 울릉읍 사동리 285-1번지,쉐르빌관광펜션,,,,,,,,
324,2015-08-13,1,영업/정상,영업중,,054-791-7979,경상북도 울릉군 북면 현포리 527-10번지,추억관광펜션,,,,,,,,
325,2015-12-01,1,영업/정상,영업중,,054-791-4171,경상북도 울릉군 울릉읍 사동리 546번지,하얀고래펜션,,,,,,,,
326,2013-09-04,1,영업/정상,영업중,,,경상북도 울진군 기성면 망양리 3번지,마일랑관광펜션,,,,,,,,
327,2013-09-04,1,영업/정상,영업중,,,경상북도 울진군 기성면 망양리 3,새파랑관광펜션,,,,,,,,
328,2017-05-31,1,영업/정상,영업중,,,경상북도 울릉군 울릉읍 사동리 544,그때그기펜션,,,,,,,,
329,2017-06-08,1,영업/정상,영업중,,,경상북도 울릉군 울릉읍 사동리 219-1,진미펜션,,,,,,,,
330,2018-05-17,1,영업/정상,영업중,,,경상북도 울릉군 울릉읍 도동리 300-22,섬지기펜션,,,,,,,,
331,2014-07-21,1,영업/정상,영업중,,,경상북도 봉화군 소천면 고선리 558번지,고향펜션캠핑,,,,,,,,
332,2010-05-17,1,영업/정상,영업중,,054-872-1171,경상북도 청송군 진보면 괴정리 206-3,하늘과 닿은 황장재 펜션,,,,,,,,
333,2015-06-18,1,영업/정상,영업중,,,충청남도 보령시 남포면 월전리 산 154-1번지,(주)한네트,,,,,,,,
334,2009-12-28,1,영업/정상,영업중,,041-934-1455,충청남도 보령시 신흑동 2222-12번지,고향펜션,,,,,,,,
335,2010-10-20,1,영업/정상,영업중,,041-932-0647,충청남도 보령시 신흑동 2258-1번지,제일펜션,,,,,,,,
336,2011-03-14,1,영업/정상,영업중,,041-932-0018,충청남도 보령시 신흑동 2261-6번지,아도니스,,,,,,,,
337,2011-07-20,1,영업/정상,영업중,,041-953-9952,충청남도 보령시 신흑동 2260-10번지,해피데이펜션,,,,,,,,
338,2011-12-07,1,영업/정상,영업중,,041-936-4277,충청남도 보령시 오천면 원산도리 1671-33번지,햇빛바다 관광펜션,,,,,,,,
339,2012-07-17,1,영업/정상,영업중,,,충청남도 보령시 신흑동 2302-9번지,대천올레펜션,,,,,,,,
340,2012-07-17,1,영업/정상,영업중,,,충청남도 보령시 신흑동 2302-2번지,대천초록펜션,,,,,,,,
341,2015-11-11,1,영업/정상,영업중,,,충청남도 공주시 반포면 학봉리 427-1번지,펜션밀물떼,,,,,,,,
342,2015-11-11,1,영업/정상,영업중,,855-2008,충청남도 공주시 반포면 마암리 648-7번지,농업회사법인 주식회사 이안숲속,,,,,,,,
343,2012-11-21,1,영업/정상,영업중,,041-932-1910,충청남도 보령시 신흑동 2222-4번지,햇살콘도식펜션,,,,,,,,
344,2013-05-15,1,영업/정상,영업중,,041-931-7307,충청남도 보령시 신흑동 2303-3,대천놀러와펜션,,,,,,,,
345,2017-06-07,1,영업/정상,영업중,,,충청남도 논산시 벌곡면 도산리 90-3,샤토 로리에,,,,,,,,
346,2012-11-21,1,영업/정상,영업중,,041-932-0421,충청남도 보령시 신흑동 2219-2번지,대천로마펜션,,,,,,,,
347,2013-07-01,1,영업/정상,영업중,,041-931-0500,충청남도 보령시 신흑동 2258-3번지,수지펜션,,,,,,,,
348,2013-07-02,1,영업/정상,영업중,,041-932-5379,충청남도 보령시 신흑동 2301-10번지,대천허브펜션,,,,,,,,
349,2014-07-16,1,영업/정상,영업중,,041-933-5111,충청남도 보령시 신흑동 2304-6번지,메모리펜션,,,,,,,,
350,2014-08-13,1,영업/정상,영업중,,,충청남도 보령시 남포면 월전리 844번지,주식회사 상화원,,,,,,,,
351,2014-08-25,1,영업/정상,영업중,,041-936-3400,충청남도 보령시 신흑동 1951,신진펜션호텔,,,,,,,,
352,2015-04-06,1,영업/정상,영업중,,,충청남도 보령시 오천면 원산도리 1671-27번지,비치하우스펜션,,,,,,,,
353,2015-04-06,1,영업/정상,영업중,,,충청남도 보령시 남포면 월전리 844번지,케이씨에스주식회사,,,,,,,,
354,2015-05-06,1,영업/정상,영업중,,,충청남도 보령시 신흑동 2301-12번지,대천하이펜션,,,,,,,,
355,2015-10-06,1,영업/정상,영업중,,,경기도 여주시 점동면 당진리 7-7번지,예터,,,,,,,,
356,2019-03-12,1,영업/정상,영업중,,,경상북도 영주시 아지동 445-3번지,영주이야기,,,,,,,,
357,2019-02-26,1,영업/정상,영업중,,,경상남도 남해군 미조면 송정리 526번지,별담다,,,,,,,,
358,2019-04-16,1,영업/정상,영업중,,,전라남도 여수시 돌산읍 평사리 1385번지,톡톡월드펜션,,,,,,,,
359,2019-05-22,1,영업/정상,영업중,,061-832-7717,전라남도 고흥군 봉래면 신금리 976-2번지,나로도바다 펜션,,,,,,,,
360,2019-05-22,1,영업/정상,영업중,,061-832-7717,전라남도 고흥군 봉래면 신금리 976-2번지,붉은바다 펜션,,,,,,,,
361,2019-04-12,1,영업/정상,영업중,,,경상북도 칠곡군 석적읍 반계리 182번지,마음소풍,,,,,,,,
362,2004-08-16,1,영업/정상,영업중,,032-933-9677,인천광역시 강화군 삼산면 매음리 650-56 노을내리는아름다운집,노을 내리는 아름다운 집,,,,,,,,
363,2019-05-17,1,영업/정상,영업중,,,경상남도 거제시 남부면 저구리 372번지 주1동,비커밍펜션1,,,,,,,,
364,2019-05-16,1,영업/정상,영업중,,,경기도 가평군 청평면 대성리 428-23,(주)카사미하스(라스블랑카스),,,,,,,,
365,2019-05-13,1,영업/정상,영업중,,,경상남도 통영시 산양읍 풍화리 365,통영FH365 오션뷰스파가족펜션,,,,,,,,
366,2019-04-22,1,영업/정상,영업중,,054-858-1016,경상북도 안동시 남후면 광음리 48-1,강노을 펜션,,,,,,,,
