,인허가일자,영업상태구분코드,영업상태명,상세영업상태명,폐업일자,소재지전화,지역명,사업장명,,지역명,관광지출액,전년도 관광지출액,검색건수,전년도 검색건수,방문자수,전년도 방문자수
367,2019-05-16,1,영업/정상,영업중,,,충청북도 제천시 한수면 송계리 106-7번지,월악산별장펜션 Ⅰ,,,,,,,,
368,2006-03-31,1,영업/정상,영업중,,033-463-1212,강원도 인제군 인제읍 가리산리 334-1,가리벨리 관광펜션,,,,,,,,
369,2006-03-31,1,영업/정상,영업중,,,강원도 인제군 기린면 방동리 443-1 1통5반,기린초 관광펜션,,,,,,,,
370,2012-11-23,1,영업/정상,영업중,,,강원도 인제군 인제읍 고사리 170,로즈마리 관광펜션,,,,,,,,
371,2016-05-18,1,영업/정상,영업중,,032-836-9300,인천광역시 옹진군 영흥면 내리 1327-16,하와이비치,,,,,,,,
372,2017-04-11,1,영업/정상,영업중,,,인천광역시 옹진군 영흥면 선재리 543,퀸스비치,,,,,,,,
373,2017-05-16,1,영업/정상,영업중,,,인천광역시 옹진군 북도면 장봉리 12-4,오후엔,,,,,,,,
374,2017-09-29,1,영업/정상,영업중,,,인천광역시 옹진군 영흥면 내리 8-256,영흥도관광펜션,,,,,,,,
375,2015-01-26,1,영업/정상,영업중,,,전라남도 해남군 송지면 송호리 1250,땅끝방갈로펜션,,,,,,,,
376,2016-03-17,1,영업/정상,영업중,,,전라북도 정읍시 부전동 866-10번지,브람스 펜션,,,,,,,,
377,2015-07-10,1,영업/정상,영업중,,,충청남도 서천군 서면 도둔리 1412번지,힐링펜션,,,,,,,,
378,2018-03-27,1,영업/정상,영업중,,,전라북도 부안군 변산면 격포리 124-3번지 해넘이타운,해넘이타운,,,,,,,,
379,2018-06-19,1,영업/정상,영업중,,063-466-2777,전라북도 부안군 변산면 운산리 455-89번지,더블힐링펜션,,,,,,,,
380,2014-03-03,1,영업/정상,영업중,,063-625-3659,전라북도 남원시 산내면 내령리 255-2번지 지리산밸리,지리산밸리,,,,,,,,
381,2014-03-21,1,영업/정상,영업중,,063-625-4051,전라북도 남원시 산내면 덕동리 328-4번지,지리산대호관광펜션,,,,,,,,
382,2014-03-31,1,영업/정상,영업중,,063-625-3484,전라북도 남원시 산내면 덕동리 336-3번지,덕동관광펜션농원,,,,,,,,
383,2014-04-25,1,영업/정상,영업중,,063-625-1555,전라북도 남원시 주천면 호기리 241-3,지리산프리방스,,,,,,,,
384,2011-04-28,1,영업/정상,영업중,,322-3425,전라북도 무주군 설천면 심곡리 668번지,우리두리모텔,,,,,,,,
385,2012-06-27,1,영업/정상,영업중,,(063)322-3074,전라북도 무주군 설천면 삼공리 524-8번지,덕유산펜션,,,,,,,,
386,2012-09-21,1,영업/정상,영업중,,,전라북도 부안군 변산면 격포리 643-8번지,소리섬 펜션,,,,,,,,
387,2012-10-18,1,영업/정상,영업중,,,전라북도 부안군 진서면 운호리 155-10번지,생폴드방스 펜션,,,,,,,,
388,2015-06-30,1,영업/정상,영업중,,,전라북도 부안군 변산면 격포리 652-8,더웨스트 변산리조트,,,,,,,,
389,2017-06-30,1,영업/정상,영업중,,,전라북도 부안군 변산면 도청리 152-2번지,한솔펜션,,,,,,,,
390,2017-06-30,1,영업/정상,영업중,,,전라북도 부안군 변산면 도청리 110번지,힐링의 바다,,,,,,,,
391,2017-07-03,1,영업/정상,영업중,,583-0709,전라북도 부안군 변산면 격포리 110번지,힐링의 바다,,,,,,,,
392,2017-07-03,1,영업/정상,영업중,,,전라북도 부안군 변산면 도청리 152-2번지,한솔펜션,,,,,,,,
393,2013-07-22,1,영업/정상,영업중,,,전라북도 무주군 설천면 삼공리 348-10,무주모모펜션,,,,,,,,
394,2014-12-08,1,영업/정상,영업중,,,전라북도 무주군 설천면 심곡리 463-1번지,그안,,,,,,,,
395,2016-01-07,1,영업/정상,영업중,,,전라북도 무주군 설천면 심곡리 624-6번지,다다펜션,,,,,,,,
396,2018-03-13,1,영업/정상,영업중,,,전라북도 무주군 설천면 삼공리 282번지 9동,서림연가,,,,,,,,
397,2005-11-04,1,영업/정상,영업중,,322-8338,전라북도 무주군 무풍면 삼거리 137-1번지,펜션무주네버랜드,,,,,,,,
398,2005-02-24,1,영업/정상,영업중,,063-322-9999,전라북도 무주군 설천면 삼공리 820-5,구름채,,,,,,,,
399,2008-05-27,1,영업/정상,영업중,,322-5088,전라북도 무주군 설천면 삼공리 734번지,리틀프로방스,,,,,,,,
400,2009-11-02,1,영업/정상,영업중,,063-324-0873,전라북도 무주군 설천면 심곡리 646번지,리틀프린스,,,,,,,,
401,2009-06-02,1,영업/정상,영업중,,322-0558,전라북도 무주군 설천면 삼공리 377-1번지,설인펜션,,,,,,,,
402,2010-03-30,1,영업/정상,영업중,,322-3759,전라북도 무주군 설천면 심곡리 738-7번지,눈꽃여행,,,,,,,,
403,2010-03-30,1,영업/정상,영업중,,322-5277,전라북도 무주군 설천면 심곡리 698번지,마법의 성,,,,,,,,
404,2011-04-18,1,영업/정상,영업중,,322-8100,전라북도 무주군 설천면 심곡리 615-1번지,한마음콘도,,,,,,,,
405,2011-04-19,1,영업/정상,영업중,,322-6678,전라북도 무주군 설천면 심곡리 576-2번지,스노우밸리펜션,,,,,,,,
406,2011-04-28,1,영업/정상,영업중,,,전라북도 무주군 설천면 심곡리 668-1,소풍펜션,,,,,,,,
407,2016-01-14,1,영업/정상,영업중,,063-324-7691,전라북도 무주군 적상면 괴목리 591-1번지,여행가방펜션,,,,,,,,
408,2009-09-07,1,영업/정상,영업중,,031-958-0029,경기도 파주시 법원읍 법원리 140-2번지,초호쉼터,,,,,,,,
409,2018-01-23,1,영업/정상,영업중,,,경기도 용인시 처인구 포곡읍 전대리 191-33번지,에버오렌지펜션,,,,,,,,
410,2006-12-20,1,영업/정상,영업중,,031-536-0303,경기도 포천시 일동면 기산리 23-31번지,하늘가람관광펜션,,,,,,,,
411,2012-06-13,1,영업/정상,영업중,,031-534-7474,경기도 포천시 일동면 기산리 695번지,하늘짚펜션,,,,,,,,
412,2012-07-05,1,영업/정상,영업중,,031-535-6494,경기도 포천시 신북면 삼정리 517-2번지,허브힐링관광펜션,,,,,,,,
413,2014-05-23,1,영업/정상,영업중,,1661-5510,경기도 포천시 군내면 상성북리 350-37번지,포천 구들찜가마,,,,,,,,
414,2017-06-16,1,영업/정상,영업중,,,경기도 포천시 소흘읍 고모리 719-3번지,관광 꿈꾸는숲 펜션,,,,,,,,
415,2004-10-29,1,영업/정상,영업중,,031-774-3000,경기도 양평군 양평읍 백안리 17-2번지,양평밸리,,,,,,,,
416,2016-04-20,1,영업/정상,영업중,,031-773-0737,경기도 양평군 강상면 병산리 881-2,도반,,,,,,,,
417,2009-12-24,1,영업/정상,영업중,,031-775-2175,경기도 양평군 양평읍 백안리 30번지,코리아 뮤직파크,,,,,,,,
418,2010-06-04,1,영업/정상,영업중,,031-774-4264,경기도 양평군 단월면 산음리 859-1,아띠울(Attiwool)펜션,,,,,,,,
419,2011-01-18,1,영업/정상,영업중,,031-855-6122,경기도 양주시 장흥면 석현리 359-3,레마르크,,,,,,,,
420,2011-04-27,1,영업/정상,영업중,,829-3226,경기도 양주시 장흥면 석현리 360-19,그레이캐슬,,,,,,,,
421,2019-05-31,1,영업/정상,영업중,,,경상남도 거제시 사등면 창호리 1065번지,지평집,,,,,,,,
422,2019-06-07,1,영업/정상,영업중,,,경상남도 통영시 산양읍 풍화리 756번지,돌고래펜션민박,,,,,,,,
423,2019-07-10,1,영업/정상,영업중,,,강원도 춘천시 남산면 방곡리 252-3,아이플러스 펜션,,,,,,,,
424,2019-07-29,1,영업/정상,영업중,,,충청남도 보령시 신흑동 2261-5,달팽이펜션,,,,,,,,
425,2019-09-06,1,영업/정상,영업중,,,충청남도 보령시 신흑동 2303-5번지,대천뜨란체펜션,,,,,,,,
426,2019-09-02,1,영업/정상,영업중,,,경상남도 산청군 삼장면 내원리 46-2,별빛펜션,,,,,,,,
427,2019-08-06,1,영업/정상,영업중,,,충청남도 보령시 신흑동 2260-3번지,디어펜션,,,,,,,,
428,2019-08-06,1,영업/정상,영업중,,,경상북도 포항시 남구 장기면 대진리 191번지,190워터프런트,,,,,,,,
429,2019-07-25,1,영업/정상,영업중,,,충청남도 태안군 원북면 방갈리 515-78번지,별빛바다,,,,,,,,
430,2019-07-09,1,영업/정상,영업중,,,경상남도 통영시 도산면 저산리 668번지,해지음,,,,,,,,
431,2019-08-19,1,영업/정상,영업중,,,경상남도 거제시 하청면 어온리 13,에코풀하우스,,,,,,,,
432,2019-07-05,1,영업/정상,영업중,,,충청남도 보령시 신흑동 2306-6번지,이글스파크펜션,,,,,,,,
433,2019-07-05,1,영업/정상,영업중,,,충청남도 보령시 신흑동 2306-2,하루펜션,,,,,,,,
434,2022-04-14,1,영업/정상,영업중,,,경상남도 통영시 도산면 저산리 710-1,아르뷰,,,,,,,,
435,2022-04-18,1,영업/정상,영업중,,,경기도 화성시 서신면 제부리 8-3,제부 포레스트,,,,,,,,
436,2006-10-17,1,영업/정상,영업중,,,강원도 횡성군 서원면 석화리 232,변경 전 : 오크파인트리펜션 변경 후 : 펜션 별을 쏘다.,,,,,,,,
437,2008-01-28,1,영업/정상,영업중,,,강원도 횡성군 둔내면 삽교리 795번지,별무리관광펜션,,,,,,,,
438,2014-08-26,1,영업/정상,영업중,,,전라남도 곡성군 죽곡면 용정리 219,좋은세상리조트 글램핑펜션,,,,,,,,
439,2014-08-13,1,영업/정상,영업중,,763-4182,전라남도 광양시 옥룡면 동곡리 631번지,백운펜션,,,,,,,,
440,2017-09-14,1,영업/정상,영업중,,,전라남도 광양시 옥룡면 동곡리 1233-2번지,주식회사 필관광하우스,,,,,,,,
441,2016-07-25,1,영업/정상,영업중,,061-337-0114,전라남도 나주시 남평읍 교원리 464-4,숲속의 산책,,,,,,,,
442,2014-08-19,1,영업/정상,영업중,,,전라남도 영광군 낙월면 송이리 산 270번지,송이도친환경가족펜션,,,,,,,,
443,2016-05-23,1,영업/정상,영업중,,061-353-4476,전라남도 영광군 불갑면 모악리 359번지,영광힐링컨벤션타운,,,,,,,,
444,2016-11-01,1,영업/정상,영업중,,,전라남도 진도군 임회면 죽림리 1091-7번지,구름이 쉬어가는 곳,,,,,,,,
445,2012-06-14,1,영업/정상,영업중,,,전라남도 여수시 돌산읍 평사리 338-5번지,폴링인블루펜션,,,,,,,,
446,2012-05-16,1,영업/정상,영업중,,,전라남도 구례군 산동면 수기리 244-5번지,수락폭포 펜션,,,,,,,,
447,2012-05-23,1,영업/정상,영업중,,,전라남도 구례군 산동면 수기리 244-3번지,자연세계 펜션,,,,,,,,
448,2014-04-28,1,영업/정상,영업중,,061-783-7878,전라남도 구례군 토지면 외곡리 777-5번지,파파스펜션,,,,,,,,
449,2016-03-02,1,영업/정상,영업중,,,전라남도 구례군 구례읍 봉서리 2129번지,지리산휴가관광펜션,,,,,,,,
450,2012-12-14,1,영업/정상,영업중,,061-271-2330,전라남도 신안군 증도면 방축리 415-1번지,블루마레펜션,,,,,,,,
451,2013-12-23,1,영업/정상,영업중,,,전라남도 신안군 증도면 증동리 1863-1번지,아뜰리에,,,,,,,,
452,2014-02-06,1,영업/정상,영업중,,061-275-5400,전라남도 신안군 증도면 증동리 1863번지,유앤아이,,,,,,,,
453,2018-06-29,1,영업/정상,영업중,,,전라남도 신안군 암태면 기동리 452-2번지,새천년펜션,,,,,,,,
454,2011-08-10,1,영업/정상,영업중,,061-532-6331,전라남도 해남군 송지면 통호리 588-4번지,땅끝풍경펜션,,,,,,,,
455,2015-03-17,1,영업/정상,영업중,,061-534-8856,전라남도 해남군 삼산면 구림리 138-32번지,두륜산관광펜션,,,,,,,,
456,2015-11-03,1,영업/정상,영업중,,061-534-1730,전라남도 해남군 문내면 무고리 1055번지,노을빛바다,,,,,,,,
457,2011-12-09,1,영업/정상,영업중,,473-0662,전라남도 영암군 영암읍 개신리 319-4번지,월출관광농원 월출콘도,,,,,,,,
458,2015-07-08,1,영업/정상,영업중,,,전라남도 영암군 군서면 도갑리 204-1번지,소풍,,,,,,,,
459,2017-02-10,1,영업/정상,영업중,,061-863-4727,전라남도 장흥군 안양면 비동리 188번지,장흥 달바위펜션,,,,,,,,
460,2017-09-28,1,영업/정상,영업중,,,경상남도 남해군 서면 정포리 1028번지,코지하우스,,,,,,,,
461,2019-08-09,1,영업/정상,영업중,,,경상남도 통영시 용남면 삼화리 296-3번지,드레피인,,,,,,,,
462,2019-07-12,1,영업/정상,영업중,,,강원도 고성군 토성면 봉포리 167-4번지,삼박한집,,,,,,,,
463,2019-08-21,1,영업/정상,영업중,,,전라북도 부안군 변산면 대항리 630-1번지,코지캐빈 펜션,,,,,,,,
464,2019-09-08,1,영업/정상,영업중,,,경상북도 포항시 남구 장기면 대진리 192-8번지,더 헤이븐,,,,,,,,
465,2019-12-16,1,영업/정상,영업중,,,경상남도 거제시 동부면 구천리 896-2번지,거제 핀란드풍 도담펜션,,,,,,,,
466,2019-10-14,1,영업/정상,영업중,,055-570-2514,경상남도 의령군 궁류면 벽계리 453번지 벽계관광지 통나무집,벽계관광지 통나무집,,,,,,,,
467,2019-12-02,1,영업/정상,영업중,,,인천광역시 중구 중산동 1946-14 씨사이드에비뉴,씨사이드에비뉴,,,,,,,,
468,2019-12-02,1,영업/정상,영업중,,,경상남도 남해군 미조면 송정리 967-2,설리리조트 펜션 A동,,,,,,,,
469,2019-12-02,1,영업/정상,영업중,,,경상남도 남해군 미조면 송정리 967-2번지,설리리조트 펜션 B동,,,,,,,,
470,2019-10-10,1,영업/정상,영업중,,,경상북도 청도군 각남면 구곡리 627-8번지,더 포레 관광펜션,,,,,,,,
471,2019-12-05,1,영업/정상,영업중,,,강원도 홍천군 서면 모곡리 305-13번지,토리아이풀빌라골프텔,,,,,,,,
472,2019-12-05,1,영업/정상,영업중,,,강원도 홍천군 서면 모곡리 305-11번지,토리아이풀빌라 스파1동,,,,,,,,
473,2019-12-05,1,영업/정상,영업중,,,강원도 홍천군 서면 모곡리 305-15번지,토리아이풀빌라스파2동,,,,,,,,
474,2019-12-05,1,영업/정상,영업중,,,강원도 홍천군 서면 모곡리 305-4번지,토리아이풀빌라키즈,,,,,,,,
475,2019-12-05,1,영업/정상,영업중,,,강원도 홍천군 서면 모곡리 305-7번지,토리아이풀빌라,,,,,,,,
476,2019-12-24,1,영업/정상,영업중,,,경상남도 산청군 단성면 운리 73-50,라움펜션,,,,,,,,
477,2019-12-26,1,영업/정상,영업중,,,충청남도 보령시 남포면 월전리 616-15번지,솔밭해안가펜션,,,,,,,,
478,2019-10-15,1,영업/정상,영업중,,,경상북도 문경시 가은읍 갈전리 603-1번지,문경펜션,,,,,,,,
479,2019-11-29,1,영업/정상,영업중,,,울산광역시 울주군 온산읍 강양리 63-2번지,나디아,,,,,,,,
480,2019-11-29,1,영업/정상,영업중,,,울산광역시 울주군 온산읍 강양리 63-2번지,루디아,,,,,,,,
481,2019-10-04,1,영업/정상,영업중,,,경기도 용인시 처인구 양지면 평창리 680번지,에코그린타운,,,,,,,,
482,2019-11-12,1,영업/정상,영업중,,,전라남도 영암군 영암읍 개신리 484-30번지,월출산천황사맛집식당 펜션,,,,,,,,
483,2019-11-19,1,영업/정상,영업중,,,충청남도 보령시 신흑동 2261-3번지,별밤펜션,,,,,,,,
484,2019-10-20,1,영업/정상,영업중,,,경상남도 거제시 남부면 갈곶리 387-8번지,해금강 하늘 가람 펜션,,,,,,,,
485,2019-10-23,1,영업/정상,영업중,,033-641-7779,강원도 강릉시 안현동 188번지 바다가 좋아펜션,바다가 좋아펜션,,,,,,,,
486,2019-11-27,1,영업/정상,영업중,,,강원도 양양군 손양면 동호리 1-20번지,트리플펜션&글램핑,,,,,,,,
487,2019-11-22,1,영업/정상,영업중,,,경상남도 남해군 상주면 상주리 100-1번지,오션하임,,,,,,,,
488,2022-02-11,1,영업/정상,영업중,,,강원도 양양군 손양면 상왕도리 742,발렌타인,,,,,,,,
489,2022-01-28,1,영업/정상,영업중,,,경상북도 청도군 운문면 신원리 413,빌라드 아바,,,,,,,,
490,2022-01-28,1,영업/정상,영업중,,,경상북도 청도군 운문면 신원리 417,느티고을펜션,,,,,,,,
491,2022-03-29,1,영업/정상,영업중,,,경상남도 거제시 장목면 율천리 130-3 주2동,뉴라이프,,,,,,,,
492,2022-03-29,1,영업/정상,영업중,,,경상남도 거제시 장목면 율천리 129-3 주2동,장목푸른펜션,,,,,,,,
493,2022-03-29,1,영업/정상,영업중,,,경상남도 거제시 장목면 율천리 129-3,율천펜션,,,,,,,,
494,2022-03-29,1,영업/정상,영업중,,,"경상남도 거제시 장목면 율천리 129-3 주5,6동",금동펜션,,,,,,,,
495,2022-03-14,1,영업/정상,영업중,,,강원도 홍천군 서면 대곡리 1027-12,유리트리트,,,,,,,,
496,2022-02-23,1,영업/정상,영업중,,,강원도 강릉시 성산면 보광리 487,연소담,,,,,,,,
497,2022-02-09,1,영업/정상,영업중,,,강원도 강릉시 사천면 사천진리 192-4,컴페니온,,,,,,,,
498,2022-02-03,1,영업/정상,영업중,,,충청남도 태안군 안면읍 황도리 8-61,황도민박2,,,,,,,,
499,2022-02-04,1,영업/정상,영업중,,063-543-2350,전라북도 부안군 변산면 운산리 356-186,스테이80,,,,,,,,
500,2022-02-14,1,영업/정상,영업중,,,경기도 화성시 서신면 제부리 41-4,나드리 펜션,,,,,,,,
501,2010-06-25,1,영업/정상,영업중,,055-645-3321,경상남도 통영시 한산면 비진리 364번지,the sea 펜션,,,,,,,,
502,2011-07-07,1,영업/정상,영업중,,055-646-1790,경상남도 통영시 산양읍 미남리 236번지,리베르떼펜션민박,,,,,,,,
503,2010-08-10,1,영업/정상,영업중,,642-7707,경상남도 통영시 산양읍 영운리 29번지,펜션미라지,,,,,,,,
504,2010-09-09,1,영업/정상,영업중,,,경상남도 통영시 용남면 화삼리 918번지,올가리조트,,,,,,,,
505,2011-10-21,1,영업/정상,영업중,,,경상남도 통영시 산양읍 미남리 467번지,통영 둘 다섯 펜션,,,,,,,,
506,2012-08-02,1,영업/정상,영업중,,,경상남도 통영시 용남면 장문리 911-2번지,마리조아펜션,,,,,,,,
507,2012-08-02,1,영업/정상,영업중,,,경상남도 통영시 용남면 장문리 911-4번지,보통의날들 펜션,,,,,,,,
508,2012-12-31,1,영업/정상,영업중,,646-0808,경상남도 통영시 용남면 화삼리 1번지,맘마 논 맘마 펜션 민박,,,,,,,,
509,2008-08-01,1,영업/정상,영업중,,033-742-4455,강원도 원주시 지정면 판대리 370-26,자작나무숲펜션,,,,,,,,
510,2015-05-12,1,영업/정상,영업중,,,울산광역시 울주군 상북면 이천리 642-1번지,배내골 걸리버 펜션,,,,,,,,
511,2015-11-05,1,영업/정상,영업중,,,울산광역시 울주군 상북면 이천리 520-1번지,퀸즈파크펜션,,,,,,,,
512,2017-07-20,1,영업/정상,영업중,,,경상북도 영덕군 병곡면 병곡리 360번지,HAVET,,,,,,,,
513,2015-06-24,1,영업/정상,영업중,,,경상북도 영덕군 강구면 금진리 23번지,에떼르모 관광펜션,,,,,,,,
514,2014-08-02,1,영업/정상,영업중,,,전라남도 순천시 대대동 232-6,순천만풍경,,,,,,,,
515,2015-06-05,1,영업/정상,영업중,,,전라남도 순천시 대대동 229-1번지,종가집,,,,,,,,
516,2004-11-15,1,영업/정상,영업중,,061-852-1966,전라남도 보성군 보성읍 봉산리 795-13번지,골망태,,,,,,,,
517,2011-06-21,1,영업/정상,영업중,,062-522-9600,전라남도 보성군 회천면 동율리 732번지,보성로뎀,,,,,,,,
518,2015-08-24,1,영업/정상,영업중,,,전라남도 순천시 대대동 229번지,용마루,,,,,,,,
519,2016-11-04,1,영업/정상,영업중,,,전라남도 순천시 해룡면 해창리 258-3,JNJ빌리지,,,,,,,,
520,2018-07-25,1,영업/정상,영업중,,,전라남도 보성군 문덕면 용암리 1065-5번지,소걸음 펜션,,,,,,,,
521,2014-05-27,1,영업/정상,영업중,,,"전라남도 고흥군 금산면 신평리 280번지 외 2필지(280-11, 277-9)",해돌마루펜션,,,,,,,,
522,2018-01-08,1,영업/정상,영업중,,,전라남도 고흥군 금산면 신평리 277-3번지,해돌마루민박,,,,,,,,
523,2018-01-24,1,영업/정상,영업중,,,전라남도 고흥군 금산면 신평리 277-16번지,산마루,,,,,,,,
524,2018-03-30,1,영업/정상,영업중,,,전라남도 고흥군 금산면 신평리 1001-1,해그라미,,,,,,,,
525,2010-06-07,1,영업/정상,영업중,,061-453-5335,전라남도 무안군 청계면 복길리 560번지,해비치나루,,,,,,,,
526,2012-07-02,1,영업/정상,영업중,,061-454-7878,전라남도 무안군 망운면 피서리 809-54,무안 톱 관광펜션,,,,,,,,
527,2012-12-18,1,영업/정상,영업중,,,전라남도 무안군 청계면 구로리 669,하늘별바다 펜션,,,,,,,,
528,2017-11-01,1,영업/정상,영업중,,061-453-3381,전라남도 무안군 청계면 복길리 537-3번지,휴 관광펜션,,,,,,,,
529,2011-09-20,1,영업/정상,영업중,,061-433-6262,전라남도 강진군 도암면 학장리 83-11번지 강진베이스볼파크,강진베이스볼파크펜션,,,,,,,,
530,2015-07-15,1,영업/정상,영업중,,061-433-6312,전라남도 강진군 성전면 월하리 599번지 3,롯지펜션,,,,,,,,
531,2011-04-07,1,영업/정상,영업중,,,전라남도 완도군 약산면 득암리 568-2번지,도원관광펜션,,,,,,,,
532,2011-11-07,1,영업/정상,영업중,,554-4445,전라남도 완도군 신지면 신리 530-18번지,리베라관광펜션,,,,,,,,
533,2016-09-23,1,영업/정상,영업중,,,전라남도 완도군 신지면 신리 530-24,New 리베라 펜션,,,,,,,,
534,2016-11-17,1,영업/정상,영업중,,,전라남도 완도군 보길면 부황리 516-8번지,뾰족산 펜션,,,,,,,,
535,2017-08-03,1,영업/정상,영업중,,061-554-2233,전라남도 완도군 군외면 삼두리 234-8번지,구름바다 펜션,,,,,,,,
536,2017-11-22,1,영업/정상,영업중,,061-554-1009,전라남도 완도군 보길면 예송리 225-2번지,블랙스톤펜션,,,,,,,,
537,2017-03-07,1,영업/정상,영업중,,,경기도 화성시 서신면 제부리 40-1,바다뜰이야기펜션,,,,,,,,
538,2017-07-14,1,영업/정상,영업중,,031-356-0838,경기도 화성시 서신면 제부리 10-20,다소니펜션,,,,,,,,
539,2017-08-10,1,영업/정상,영업중,,,경기도 화성시 서신면 제부리 270-8,수에뇨펜션,,,,,,,,
540,2017-08-10,1,영업/정상,영업중,,,경기도 화성시 서신면 제부리 103,미고펜션,,,,,,,,
541,2017-09-07,1,영업/정상,영업중,,031-355-1126,경기도 화성시 서신면 제부리 187 (및 187-2번지),리베펜션,,,,,,,,
542,2019-04-25,1,영업/정상,영업중,,,경기도 화성시 서신면 제부리 40-13,갯벌펜션(민박),,,,,,,,
543,2019-04-26,1,영업/정상,영업중,,,경기도 화성시 서신면 제부리 290-1,양지팬션,,,,,,,,
544,2019-04-26,1,영업/정상,영업중,,,경기도 화성시 서신면 제부리 290-1,양지리조텔,,,,,,,,
545,2019-07-23,1,영업/정상,영업중,,,경기도 화성시 서신면 제부리 95,토닥토닥,,,,,,,,
546,2019-11-27,1,영업/정상,영업중,,,경기도 화성시 서신면 제부리 190-95,나그랑펜션,,,,,,,,
547,2020-02-04,1,영업/정상,영업중,,031-356-9400,경기도 화성시 서신면 제부리 198-5,올레펜션,,,,,,,,
548,2020-06-08,1,영업/정상,영업중,,,경기도 화성시 서신면 제부리 79-6,제부애니멀카페앤펜션,,,,,,,,
549,2020-07-24,1,영업/정상,영업중,,,경기도 화성시 서신면 제부리 290-97,브릭스테이,,,,,,,,
550,2020-07-28,1,영업/정상,영업중,,,경기도 화성시 서신면 제부리 190-14,일마레,,,,,,,,
551,2017-08-14,1,영업/정상,영업중,,031-356-9050,경기도 화성시 서신면 제부리 40-5,초원펜션,,,,,,,,
552,2017-10-18,1,영업/정상,영업중,,031-357-7775,경기도 화성시 서신면 제부리 76,동미산펜션,,,,,,,,
553,2017-11-30,1,영업/정상,영업중,,031-357-8326,경기도 화성시 서신면 제부리 288-58 외 제부리 288-100,테라스의 아침펜션,,,,,,,,
554,2017-12-08,1,영업/정상,영업중,,031-355-4403,경기도 화성시 서신면 제부리 288-12,나무향기펜션2,,,,,,,,
555,2018-10-04,1,영업/정상,영업중,,,경기도 화성시 서신면 제부리 288-121,오브레펜션(팔라디오),,,,,,,,
556,2018-10-04,1,영업/정상,영업중,,,경기도 화성시 서신면 제부리 186-1,펜션캐빈,,,,,,,,
557,2018-10-08,1,영업/정상,영업중,,,경기도 화성시 서신면 제부리 40-8,더멍102,,,,,,,,
558,2018-03-16,1,영업/정상,영업중,,031-355-6250,경기도 화성시 서신면 제부리 42-15,연리지펜션,,,,,,,,
559,2018-04-24,1,영업/정상,영업중,,031-357-3717,경기도 화성시 서신면 제부리 96,좋은이웃펜션,,,,,,,,
560,2018-04-26,1,영업/정상,영업중,,031-355-3399,경기도 화성시 서신면 제부리 102,애플펜션,,,,,,,,
561,2018-06-14,1,영업/정상,영업중,,,경기도 화성시 서신면 제부리 190-191,휴콘도,,,,,,,,
562,2018-07-09,1,영업/정상,영업중,,031-355-0593,경기도 화성시 서신면 제부리 190-101,블루하우스,,,,,,,,
563,2018-09-18,1,영업/정상,영업중,,031-355-0271,경기도 화성시 서신면 제부리 198-6,섬마을콘도민박,,,,,,,,
564,2018-10-04,1,영업/정상,영업중,,,경기도 화성시 서신면 제부리 288-106,오브레펜션(카사),,,,,,,,
565,2018-10-18,1,영업/정상,영업중,,,경기도 화성시 서신면 제부리 42-7,바다향기펜션,,,,,,,,
566,2018-11-23,1,영업/정상,영업중,,,경기도 화성시 서신면 제부리 120,인디고펜션,,,,,,,,
567,2018-11-23,1,영업/정상,영업중,,,경기도 화성시 서신면 제부리 270-6,프리마베라펜션,,,,,,,,
568,2018-11-26,1,영업/정상,영업중,,,경기도 화성시 서신면 제부리 190-81,작은섬 2,,,,,,,,
