지역명,2022관광지출액,2021관광지출액,2022검색건수,2021검색건수,2022방문자수,2021방문자수,폐업추세,,,영업상태구분코드,,,폐업일자,,지역명1,,,,
,,,,,,,,255,,1,,,,,경상북도 경주시 마동,,,,
,,,,,,,,256,,1,,,,,경상북도 문경시 문경읍 고요리 72-1번지,,,,
,,,,,,,,257,,1,,,,,경상북도 문경시 가은읍 완장리 432번지,,,,
,,,,,,,,258,,1,,,,,경상북도 문경시 문경읍 상초리 288-8,,,,
,,,,,,,,259,,1,,,,,경상북도 문경시 문경읍 상초리 288-10번지,,,,
,,,,,,,,260,,1,,,,,충청남도 보령시 남포면 월전리 산 154-1 102동,,,,
,,,,,,,,261,,1,,,,,충청남도 보령시 남포면 월전리 산 154-1번지 205동,,,,
,,,,,,,,262,,1,,,,,충청남도 보령시 남포면 월전리 산 154-1번지 206동,,,,
,,,,,,,,263,,1,,,,,충청남도 보령시 신흑동 2257-2번지,,,,
,,,,,,,,264,,1,,,,,충청남도 보령시 신흑동 2301-11번지,,,,
,,,,,,,,265,,1,,,,,충청남도 보령시 신흑동 2302-3번지,,,,
,,,,,,,,266,,1,,,,,충청남도 보령시 신흑동 2256-4번지,,,,
,,,,,,,,267,,1,,,,,"충청남도 보령시 남포면 월전리 산 154-1번지 101, 204동",,,,
,,,,,,,,268,,1,,,,,충청남도 태안군 남면 양잠리 1230-66번지,,,,
,,,,,,,,269,,1,,,,,충청남도 태안군 남면 원청리 512-31번지,,,,
,,,,,,,,270,,1,,,,,충청남도 태안군 남면 양잠리 1230-11번지,,,,
,,,,,,,,271,,1,,,,,충청남도 태안군 남면 양잠리 1230-18,,,,
,,,,,,,,272,,1,,,,,충청남도 태안군 안면읍 정당리 1300-3번지,,,,
,,,,,,,,273,,1,,,,,충청남도 태안군 남면 신장리 353-41번지,,,,
,,,,,,,,274,,1,,,,,충청남도 태안군 남면 원청리 512-20번지,,,,
,,,,,,,,275,,1,,,,,충청남도 태안군 근흥면 도황리 346-16번지,,,,
,,,,,,,,276,,1,,,,,충청남도 태안군 남면 신온리 952-19,,,,
,,,,,,,,277,,1,,,,,충청남도 태안군 남면 양잠리 1230-19번지,,,,
,,,,,,,,278,,1,,,,,충청남도 태안군 안면읍 정당리 1314-7번지,,,,
,,,,,,,,279,,1,,,,,충청남도 태안군 남면 양잠리 1230-15,,,,
,,,,,,,,280,,1,,,,,충청남도 태안군 고남면 장곡리 403-18번지,,,,
,,,,,,,,281,,1,,,,,충청남도 서산시 운산면 고풍리 166-2번지,,,,
,,,,,,,,282,,1,,,,,충청남도 태안군 이원면 내리 584-16,,,,
,,,,,,,,283,,1,,,,,충청남도 태안군 남면 신온리 952-5번지 엘도라도,,,,
,,,,,,,,284,,1,,,,,충청남도 태안군 고남면 장곡리 403-17번지 지중해아침,,,,
,,,,,,,,285,,1,,,,,충청남도 태안군 원북면 신두리 1414-4번지,,,,
,,,,,,,,286,,1,,,,,충청남도 태안군 남면 몽산리 661-9번지,,,,
,,,,,,,,287,,1,,,,,충청남도 태안군 고남면 장곡리 141-1번지,,,,
,,,,,,,,288,,1,,,,,충청남도 태안군 남면 원청리 562-16번지,,,,
,,,,,,,,289,,1,,,,,충청남도 태안군 안면읍 정당리 968-5번지,,,,
,,,,,,,,290,,1,,,,,충청남도 태안군 남면 원청리 512-131번지,,,,
,,,,,,,,291,,1,,,,,충청남도 태안군 태안읍 삭선리 340-14번지,,,,
,,,,,,,,292,,1,,,,,충청남도 태안군 남면 양잠리 1230-86번지,,,,
,,,,,,,,293,,1,,,,,충청남도 태안군 남면 원청리 512-33번지,,,,
,,,,,,,,294,,1,,,,,충청남도 태안군 원북면 청산리,,,,
,,,,,,,,295,,1,,,,,경상남도 통영시 산양읍 풍화리 1491-1 2층,,,,
,,,,,,,,296,,1,,,,,전라남도 신안군 압해읍 학교리 336-14번지,,,,
,,,,,,,,297,,1,,,,,인천광역시 강화군 화도면 내리 1793,,,,
,,,,,,,,298,,1,,,,,경상남도 하동군 북천면 방화리 618번지,,,,
,,,,,,,,299,,1,,,,,경상남도 양산시 원동면 대리 988-2,,,,
,,,,,,,,300,,1,,,,,경상북도 포항시 남구 장기면 두원리 82번지,,,,
,,,,,,,,301,,1,,,,,경상남도 통영시 산양읍 남평리 1359-4번지,,,,
,,,,,,,,302,,1,,,,,강원도 영월군 김삿갓면 주문리 6-1번지,,,,
,,,,,,,,303,,1,,,,,전라남도 신안군 압해읍 학교리 336-14번지,,,,
,,,,,,,,304,,1,,,,,강원도 인제군 상남면 미산리 598-7번지,,,,
,,,,,,,,305,,1,,,,,충청남도 보령시 신흑동 2303-9번지,,,,
,,,,,,,,306,,1,,,,,경상북도 영주시 아지동 445-12번지,,,,
,,,,,,,,307,,1,,,,,경상북도 문경시 동로면 생달리 437,,,,
,,,,,,,,308,,1,,,,,경상북도 영덕군 병곡면 병곡리 1-5번지,,,,
,,,,,,,,309,,1,,,,,경상북도 영덕군 남정면 남호리 18-4,,,,
,,,,,,,,310,,1,,,,,경상북도 영덕군 강구면 하저리 14-1,,,,
,,,,,,,,311,,1,,,,,경상북도 영덕군 병곡면 병곡리 24번지 8통3반,,,,
,,,,,,,,312,,1,,,,,경상북도 영덕군 병곡면 백석리 340-1번지,,,,
,,,,,,,,313,,1,,,,,경상북도 영덕군 병곡면 병곡리 15-2번지,,,,
,,,,,,,,314,,1,,,,,경상북도 구미시 남통동 312-3,,,,
,,,,,,,,315,,1,,,,,경상북도 상주시 사벌국면 삼덕리 3-4,,,,
,,,,,,,,316,,1,,,,,경상북도 경주시 탑동 56-11번지,,,,
,,,,,,,,317,,1,,,,,경상북도 경주시 시래동 738번지,,,,
,,,,,,,,318,,1,,,,,경상북도 경주시 진현동,,,,
,,,,,,,,319,,1,,,,,경상북도 울릉군 북면 천부리 718-44,,,,
,,,,,,,,320,,1,,,,,경상북도 울릉군 울릉읍 사동리 338-17,,,,
,,,,,,,,321,,1,,,,,경상북도 울릉군 울릉읍 도동리 146-2 해오름펜션,,,,
,,,,,,,,322,,1,,,,,경상북도 울릉군 북면 천부리 462-2,,,,
,,,,,,,,323,,1,,,,,경상북도 울릉군 울릉읍 사동리 285-1번지,,,,
,,,,,,,,324,,1,,,,,경상북도 울릉군 북면 현포리 527-10번지,,,,
,,,,,,,,325,,1,,,,,경상북도 울릉군 울릉읍 사동리 546번지,,,,
,,,,,,,,326,,1,,,,,경상북도 울진군 기성면 망양리 3번지,,,,
,,,,,,,,327,,1,,,,,경상북도 울진군 기성면 망양리 3,,,,
,,,,,,,,328,,1,,,,,경상북도 울릉군 울릉읍 사동리 544,,,,
,,,,,,,,329,,1,,,,,경상북도 울릉군 울릉읍 사동리 219-1,,,,
,,,,,,,,330,,1,,,,,경상북도 울릉군 울릉읍 도동리 300-22,,,,
,,,,,,,,331,,1,,,,,경상북도 봉화군 소천면 고선리 558번지,,,,
,,,,,,,,332,,1,,,,,경상북도 청송군 진보면 괴정리 206-3,,,,
,,,,,,,,333,,1,,,,,충청남도 보령시 남포면 월전리 산 154-1번지,,,,
,,,,,,,,334,,1,,,,,충청남도 보령시 신흑동 2222-12번지,,,,
,,,,,,,,335,,1,,,,,충청남도 보령시 신흑동 2258-1번지,,,,
,,,,,,,,336,,1,,,,,충청남도 보령시 신흑동 2261-6번지,,,,
,,,,,,,,337,,1,,,,,충청남도 보령시 신흑동 2260-10번지,,,,
,,,,,,,,338,,1,,,,,충청남도 보령시 오천면 원산도리 1671-33번지,,,,
,,,,,,,,339,,1,,,,,충청남도 보령시 신흑동 2302-9번지,,,,
,,,,,,,,340,,1,,,,,충청남도 보령시 신흑동 2302-2번지,,,,
,,,,,,,,341,,1,,,,,충청남도 공주시 반포면 학봉리 427-1번지,,,,
,,,,,,,,342,,1,,,,,충청남도 공주시 반포면 마암리 648-7번지,,,,
,,,,,,,,343,,1,,,,,충청남도 보령시 신흑동 2222-4번지,,,,
,,,,,,,,344,,1,,,,,충청남도 보령시 신흑동 2303-3,,,,
,,,,,,,,345,,1,,,,,충청남도 논산시 벌곡면 도산리 90-3,,,,
,,,,,,,,346,,1,,,,,충청남도 보령시 신흑동 2219-2번지,,,,
,,,,,,,,347,,1,,,,,충청남도 보령시 신흑동 2258-3번지,,,,
,,,,,,,,348,,1,,,,,충청남도 보령시 신흑동 2301-10번지,,,,
,,,,,,,,349,,1,,,,,충청남도 보령시 신흑동 2304-6번지,,,,
,,,,,,,,350,,1,,,,,충청남도 보령시 남포면 월전리 844번지,,,,
,,,,,,,,351,,1,,,,,충청남도 보령시 신흑동 1951,,,,
,,,,,,,,352,,1,,,,,충청남도 보령시 오천면 원산도리 1671-27번지,,,,
,,,,,,,,353,,1,,,,,충청남도 보령시 남포면 월전리 844번지,,,,
,,,,,,,,354,,1,,,,,충청남도 보령시 신흑동 2301-12번지,,,,
,,,,,,,,355,,1,,,,,경기도 여주시 점동면 당진리 7-7번지,,,,
,,,,,,,,356,,1,,,,,경상북도 영주시 아지동 445-3번지,,,,
,,,,,,,,357,,1,,,,,경상남도 남해군 미조면 송정리 526번지,,,,
,,,,,,,,358,,1,,,,,전라남도 여수시 돌산읍 평사리 1385번지,,,,
,,,,,,,,359,,1,,,,,전라남도 고흥군 봉래면 신금리 976-2번지,,,,
,,,,,,,,360,,1,,,,,전라남도 고흥군 봉래면 신금리 976-2번지,,,,
,,,,,,,,361,,1,,,,,경상북도 칠곡군 석적읍 반계리 182번지,,,,
,,,,,,,,362,,1,,,,,인천광역시 강화군 삼산면 매음리 650-56 노을내리는아름다운집,,,,
,,,,,,,,363,,1,,,,,경상남도 거제시 남부면 저구리 372번지 주1동,,,,
,,,,,,,,364,,1,,,,,경기도 가평군 청평면 대성리 428-23,,,,
,,,,,,,,365,,1,,,,,경상남도 통영시 산양읍 풍화리 365,,,,
,,,,,,,,366,,1,,,,,경상북도 안동시 남후면 광음리 48-1,,,,
,,,,,,,,367,,1,,,,,충청북도 제천시 한수면 송계리 106-7번지,,,,
,,,,,,,,368,,1,,,,,강원도 인제군 인제읍 가리산리 334-1,,,,
,,,,,,,,369,,1,,,,,강원도 인제군 기린면 방동리 443-1 1통5반,,,,
,,,,,,,,370,,1,,,,,강원도 인제군 인제읍 고사리 170,,,,
,,,,,,,,371,,1,,,,,인천광역시 옹진군 영흥면 내리 1327-16,,,,
,,,,,,,,372,,1,,,,,인천광역시 옹진군 영흥면 선재리 543,,,,
,,,,,,,,373,,1,,,,,인천광역시 옹진군 북도면 장봉리 12-4,,,,
,,,,,,,,374,,1,,,,,인천광역시 옹진군 영흥면 내리 8-256,,,,
,,,,,,,,375,,1,,,,,전라남도 해남군 송지면 송호리 1250,,,,
,,,,,,,,376,,1,,,,,전라북도 정읍시 부전동 866-10번지,,,,
,,,,,,,,377,,1,,,,,충청남도 서천군 서면 도둔리 1412번지,,,,
,,,,,,,,378,,1,,,,,전라북도 부안군 변산면 격포리 124-3번지 해넘이타운,,,,
,,,,,,,,379,,1,,,,,전라북도 부안군 변산면 운산리 455-89번지,,,,
,,,,,,,,380,,1,,,,,전라북도 남원시 산내면 내령리 255-2번지 지리산밸리,,,,
,,,,,,,,381,,1,,,,,전라북도 남원시 산내면 덕동리 328-4번지,,,,
,,,,,,,,382,,1,,,,,전라북도 남원시 산내면 덕동리 336-3번지,,,,
,,,,,,,,383,,1,,,,,전라북도 남원시 주천면 호기리 241-3,,,,
,,,,,,,,384,,1,,,,,전라북도 무주군 설천면 심곡리 668번지,,,,
,,,,,,,,385,,1,,,,,전라북도 무주군 설천면 삼공리 524-8번지,,,,
,,,,,,,,386,,1,,,,,전라북도 부안군 변산면 격포리 643-8번지,,,,
,,,,,,,,387,,1,,,,,전라북도 부안군 진서면 운호리 155-10번지,,,,
,,,,,,,,388,,1,,,,,전라북도 부안군 변산면 격포리 652-8,,,,
,,,,,,,,389,,1,,,,,전라북도 부안군 변산면 도청리 152-2번지,,,,
,,,,,,,,390,,1,,,,,전라북도 부안군 변산면 도청리 110번지,,,,
,,,,,,,,391,,1,,,,,전라북도 부안군 변산면 격포리 110번지,,,,
,,,,,,,,392,,1,,,,,전라북도 부안군 변산면 도청리 152-2번지,,,,
,,,,,,,,393,,1,,,,,전라북도 무주군 설천면 삼공리 348-10,,,,
,,,,,,,,394,,1,,,,,전라북도 무주군 설천면 심곡리 463-1번지,,,,
,,,,,,,,395,,1,,,,,전라북도 무주군 설천면 심곡리 624-6번지,,,,
,,,,,,,,396,,1,,,,,전라북도 무주군 설천면 삼공리 282번지 9동,,,,
,,,,,,,,397,,1,,,,,전라북도 무주군 무풍면 삼거리 137-1번지,,,,
,,,,,,,,398,,1,,,,,전라북도 무주군 설천면 삼공리 820-5,,,,
,,,,,,,,399,,1,,,,,전라북도 무주군 설천면 삼공리 734번지,,,,
,,,,,,,,400,,1,,,,,전라북도 무주군 설천면 심곡리 646번지,,,,
,,,,,,,,401,,1,,,,,전라북도 무주군 설천면 삼공리 377-1번지,,,,
,,,,,,,,402,,1,,,,,전라북도 무주군 설천면 심곡리 738-7번지,,,,
,,,,,,,,403,,1,,,,,전라북도 무주군 설천면 심곡리 698번지,,,,
,,,,,,,,404,,1,,,,,전라북도 무주군 설천면 심곡리 615-1번지,,,,
,,,,,,,,405,,1,,,,,전라북도 무주군 설천면 심곡리 576-2번지,,,,
,,,,,,,,406,,1,,,,,전라북도 무주군 설천면 심곡리 668-1,,,,
,,,,,,,,407,,1,,,,,전라북도 무주군 적상면 괴목리 591-1번지,,,,
,,,,,,,,408,,1,,,,,경기도 파주시 법원읍 법원리 140-2번지,,,,
,,,,,,,,409,,1,,,,,경기도 용인시 처인구 포곡읍 전대리 191-33번지,,,,
,,,,,,,,410,,1,,,,,경기도 포천시 일동면 기산리 23-31번지,,,,
,,,,,,,,411,,1,,,,,경기도 포천시 일동면 기산리 695번지,,,,
,,,,,,,,412,,1,,,,,경기도 포천시 신북면 삼정리 517-2번지,,,,
,,,,,,,,413,,1,,,,,경기도 포천시 군내면 상성북리 350-37번지,,,,
,,,,,,,,414,,1,,,,,경기도 포천시 소흘읍 고모리 719-3번지,,,,
,,,,,,,,415,,1,,,,,경기도 양평군 양평읍 백안리 17-2번지,,,,
,,,,,,,,416,,1,,,,,경기도 양평군 강상면 병산리 881-2,,,,
,,,,,,,,417,,1,,,,,경기도 양평군 양평읍 백안리 30번지,,,,
,,,,,,,,418,,1,,,,,경기도 양평군 단월면 산음리 859-1,,,,
,,,,,,,,419,,1,,,,,경기도 양주시 장흥면 석현리 359-3,,,,
,,,,,,,,420,,1,,,,,경기도 양주시 장흥면 석현리 360-19,,,,
,,,,,,,,421,,1,,,,,경상남도 거제시 사등면 창호리 1065번지,,,,
,,,,,,,,422,,1,,,,,경상남도 통영시 산양읍 풍화리 756번지,,,,
,,,,,,,,423,,1,,,,,강원도 춘천시 남산면 방곡리 252-3,,,,
,,,,,,,,424,,1,,,,,충청남도 보령시 신흑동 2261-5,,,,
,,,,,,,,425,,1,,,,,충청남도 보령시 신흑동 2303-5번지,,,,
,,,,,,,,426,,1,,,,,경상남도 산청군 삼장면 내원리 46-2,,,,
,,,,,,,,427,,1,,,,,충청남도 보령시 신흑동 2260-3번지,,,,
,,,,,,,,428,,1,,,,,경상북도 포항시 남구 장기면 대진리 191번지,,,,
,,,,,,,,429,,1,,,,,충청남도 태안군 원북면 방갈리 515-78번지,,,,
,,,,,,,,430,,1,,,,,경상남도 통영시 도산면 저산리 668번지,,,,
,,,,,,,,431,,1,,,,,경상남도 거제시 하청면 어온리 13,,,,
,,,,,,,,432,,1,,,,,충청남도 보령시 신흑동 2306-6번지,,,,
,,,,,,,,433,,1,,,,,충청남도 보령시 신흑동 2306-2,,,,
,,,,,,,,434,,1,,,,,경상남도 통영시 도산면 저산리 710-1,,,,
,,,,,,,,435,,1,,,,,경기도 화성시 서신면 제부리 8-3,,,,
,,,,,,,,436,,1,,,,,강원도 횡성군 서원면 석화리 232,,,,
,,,,,,,,437,,1,,,,,강원도 횡성군 둔내면 삽교리 795번지,,,,
,,,,,,,,438,,1,,,,,전라남도 곡성군 죽곡면 용정리 219,,,,
,,,,,,,,439,,1,,,,,전라남도 광양시 옥룡면 동곡리 631번지,,,,
,,,,,,,,440,,1,,,,,전라남도 광양시 옥룡면 동곡리 1233-2번지,,,,
,,,,,,,,441,,1,,,,,전라남도 나주시 남평읍 교원리 464-4,,,,
,,,,,,,,442,,1,,,,,전라남도 영광군 낙월면 송이리 산 270번지,,,,
,,,,,,,,443,,1,,,,,전라남도 영광군 불갑면 모악리 359번지,,,,
,,,,,,,,444,,1,,,,,전라남도 진도군 임회면 죽림리 1091-7번지,,,,
,,,,,,,,445,,1,,,,,전라남도 여수시 돌산읍 평사리 338-5번지,,,,
,,,,,,,,446,,1,,,,,전라남도 구례군 산동면 수기리 244-5번지,,,,
,,,,,,,,447,,1,,,,,전라남도 구례군 산동면 수기리 244-3번지,,,,
,,,,,,,,448,,1,,,,,전라남도 구례군 토지면 외곡리 777-5번지,,,,
,,,,,,,,449,,1,,,,,전라남도 구례군 구례읍 봉서리 2129번지,,,,
,,,,,,,,450,,1,,,,,전라남도 신안군 증도면 방축리 415-1번지,,,,
,,,,,,,,451,,1,,,,,전라남도 신안군 증도면 증동리 1863-1번지,,,,
,,,,,,,,452,,1,,,,,전라남도 신안군 증도면 증동리 1863번지,,,,
,,,,,,,,453,,1,,,,,전라남도 신안군 암태면 기동리 452-2번지,,,,
,,,,,,,,454,,1,,,,,전라남도 해남군 송지면 통호리 588-4번지,,,,
,,,,,,,,455,,1,,,,,전라남도 해남군 삼산면 구림리 138-32번지,,,,
,,,,,,,,456,,1,,,,,전라남도 해남군 문내면 무고리 1055번지,,,,
,,,,,,,,457,,1,,,,,전라남도 영암군 영암읍 개신리 319-4번지,,,,
,,,,,,,,458,,1,,,,,전라남도 영암군 군서면 도갑리 204-1번지,,,,
,,,,,,,,459,,1,,,,,전라남도 장흥군 안양면 비동리 188번지,,,,
,,,,,,,,460,,1,,,,,경상남도 남해군 서면 정포리 1028번지,,,,
,,,,,,,,461,,1,,,,,경상남도 통영시 용남면 삼화리 296-3번지,,,,
,,,,,,,,462,,1,,,,,강원도 고성군 토성면 봉포리 167-4번지,,,,
,,,,,,,,463,,1,,,,,전라북도 부안군 변산면 대항리 630-1번지,,,,
,,,,,,,,464,,1,,,,,경상북도 포항시 남구 장기면 대진리 192-8번지,,,,
,,,,,,,,465,,1,,,,,경상남도 거제시 동부면 구천리 896-2번지,,,,
,,,,,,,,466,,1,,,,,경상남도 의령군 궁류면 벽계리 453번지 벽계관광지 통나무집,,,,
,,,,,,,,467,,1,,,,,인천광역시 중구 중산동 1946-14 씨사이드에비뉴,,,,
,,,,,,,,468,,1,,,,,경상남도 남해군 미조면 송정리 967-2,,,,
,,,,,,,,469,,1,,,,,경상남도 남해군 미조면 송정리 967-2번지,,,,
,,,,,,,,470,,1,,,,,경상북도 청도군 각남면 구곡리 627-8번지,,,,
,,,,,,,,471,,1,,,,,강원도 홍천군 서면 모곡리 305-13번지,,,,
,,,,,,,,472,,1,,,,,강원도 홍천군 서면 모곡리 305-11번지,,,,
,,,,,,,,473,,1,,,,,강원도 홍천군 서면 모곡리 305-15번지,,,,
,,,,,,,,474,,1,,,,,강원도 홍천군 서면 모곡리 305-4번지,,,,
,,,,,,,,475,,1,,,,,강원도 홍천군 서면 모곡리 305-7번지,,,,
,,,,,,,,476,,1,,,,,경상남도 산청군 단성면 운리 73-50,,,,
,,,,,,,,477,,1,,,,,충청남도 보령시 남포면 월전리 616-15번지,,,,
,,,,,,,,478,,1,,,,,경상북도 문경시 가은읍 갈전리 603-1번지,,,,
,,,,,,,,479,,1,,,,,울산광역시 울주군 온산읍 강양리 63-2번지,,,,
,,,,,,,,480,,1,,,,,울산광역시 울주군 온산읍 강양리 63-2번지,,,,
,,,,,,,,481,,1,,,,,경기도 용인시 처인구 양지면 평창리 680번지,,,,
,,,,,,,,482,,1,,,,,전라남도 영암군 영암읍 개신리 484-30번지,,,,
,,,,,,,,483,,1,,,,,충청남도 보령시 신흑동 2261-3번지,,,,
,,,,,,,,484,,1,,,,,경상남도 거제시 남부면 갈곶리 387-8번지,,,,
,,,,,,,,485,,1,,,,,강원도 강릉시 안현동 188번지 바다가 좋아펜션,,,,
,,,,,,,,486,,1,,,,,강원도 양양군 손양면 동호리 1-20번지,,,,
,,,,,,,,487,,1,,,,,경상남도 남해군 상주면 상주리 100-1번지,,,,
,,,,,,,,488,,1,,,,,강원도 양양군 손양면 상왕도리 742,,,,
,,,,,,,,489,,1,,,,,경상북도 청도군 운문면 신원리 413,,,,
,,,,,,,,490,,1,,,,,경상북도 청도군 운문면 신원리 417,,,,
,,,,,,,,491,,1,,,,,경상남도 거제시 장목면 율천리 130-3 주2동,,,,
,,,,,,,,492,,1,,,,,경상남도 거제시 장목면 율천리 129-3 주2동,,,,
,,,,,,,,493,,1,,,,,경상남도 거제시 장목면 율천리 129-3,,,,
,,,,,,,,494,,1,,,,,"경상남도 거제시 장목면 율천리 129-3 주5,6동",,,,
,,,,,,,,495,,1,,,,,강원도 홍천군 서면 대곡리 1027-12,,,,
,,,,,,,,496,,1,,,,,강원도 강릉시 성산면 보광리 487,,,,
,,,,,,,,497,,1,,,,,강원도 강릉시 사천면 사천진리 192-4,,,,
,,,,,,,,498,,1,,,,,충청남도 태안군 안면읍 황도리 8-61,,,,
,,,,,,,,499,,1,,,,,전라북도 부안군 변산면 운산리 356-186,,,,
,,,,,,,,500,,1,,,,,경기도 화성시 서신면 제부리 41-4,,,,
,,,,,,,,501,,1,,,,,경상남도 통영시 한산면 비진리 364번지,,,,
,,,,,,,,502,,1,,,,,경상남도 통영시 산양읍 미남리 236번지,,,,
,,,,,,,,503,,1,,,,,경상남도 통영시 산양읍 영운리 29번지,,,,
,,,,,,,,504,,1,,,,,경상남도 통영시 용남면 화삼리 918번지,,,,
,,,,,,,,505,,1,,,,,경상남도 통영시 산양읍 미남리 467번지,,,,
,,,,,,,,506,,1,,,,,경상남도 통영시 용남면 장문리 911-2번지,,,,
,,,,,,,,507,,1,,,,,경상남도 통영시 용남면 장문리 911-4번지,,,,
,,,,,,,,508,,1,,,,,경상남도 통영시 용남면 화삼리 1번지,,,,
,,,,,,,,509,,1,,,,,강원도 원주시 지정면 판대리 370-26,,,,
,,,,,,,,510,,1,,,,,울산광역시 울주군 상북면 이천리 642-1번지,,,,
,,,,,,,,511,,1,,,,,울산광역시 울주군 상북면 이천리 520-1번지,,,,
,,,,,,,,512,,1,,,,,경상북도 영덕군 병곡면 병곡리 360번지,,,,
,,,,,,,,513,,1,,,,,경상북도 영덕군 강구면 금진리 23번지,,,,
,,,,,,,,514,,1,,,,,전라남도 순천시 대대동 232-6,,,,
,,,,,,,,515,,1,,,,,전라남도 순천시 대대동 229-1번지,,,,
,,,,,,,,516,,1,,,,,전라남도 보성군 보성읍 봉산리 795-13번지,,,,
,,,,,,,,517,,1,,,,,전라남도 보성군 회천면 동율리 732번지,,,,
,,,,,,,,518,,1,,,,,전라남도 순천시 대대동 229번지,,,,
,,,,,,,,519,,1,,,,,전라남도 순천시 해룡면 해창리 258-3,,,,
,,,,,,,,520,,1,,,,,전라남도 보성군 문덕면 용암리 1065-5번지,,,,
,,,,,,,,521,,1,,,,,"전라남도 고흥군 금산면 신평리 280번지 외 2필지(280-11, 277-9)",,,,
,,,,,,,,522,,1,,,,,전라남도 고흥군 금산면 신평리 277-3번지,,,,
,,,,,,,,523,,1,,,,,전라남도 고흥군 금산면 신평리 277-16번지,,,,
,,,,,,,,524,,1,,,,,전라남도 고흥군 금산면 신평리 1001-1,,,,
,,,,,,,,525,,1,,,,,전라남도 무안군 청계면 복길리 560번지,,,,
,,,,,,,,526,,1,,,,,전라남도 무안군 망운면 피서리 809-54,,,,
,,,,,,,,527,,1,,,,,전라남도 무안군 청계면 구로리 669,,,,
,,,,,,,,528,,1,,,,,전라남도 무안군 청계면 복길리 537-3번지,,,,
,,,,,,,,529,,1,,,,,전라남도 강진군 도암면 학장리 83-11번지 강진베이스볼파크,,,,
,,,,,,,,530,,1,,,,,전라남도 강진군 성전면 월하리 599번지 3,,,,
,,,,,,,,531,,1,,,,,전라남도 완도군 약산면 득암리 568-2번지,,,,
,,,,,,,,532,,1,,,,,전라남도 완도군 신지면 신리 530-18번지,,,,
,,,,,,,,533,,1,,,,,전라남도 완도군 신지면 신리 530-24,,,,
,,,,,,,,534,,1,,,,,전라남도 완도군 보길면 부황리 516-8번지,,,,
